Airline ID,Airline Code,Flight Number,Departure Airport Code,Arrival Airport code,Air Time,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Delay In Minutes
308298921,YV,2814,CLT,MEM,79,19:02:00+00,19:09:00+00,20:21:00+00,20:23:00+00,9
308318119,YV,2815,ILM,CLT,39,20:09:00+00,20:03:00+00,20:48:00+00,20:44:00+00,-10
308298598,YV,2815,CLT,BHM,57,22:20:00+00,22:39:00+00,23:17:00+00,23:31:00+00,33
308298359,YV,2817,CLE,CLT,72,14:32:00+00,14:21:00+00,15:44:00+00,15:22:00+00,-33
308298906,YV,2817,CLT,MCI,115,17:24:00+00,17:45:00+00,19:19:00+00,19:33:00+00,35
308301399,YV,2818,CVG,CLT,60,16:15:00+00,16:24:00+00,17:15:00+00,17:18:00+00,12
308298835,YV,2818,CLT,ILM,33,18:46:00+00,18:48:00+00,19:19:00+00,19:17:00+00,0
308356555,YV,2819,TUS,PHX,31,13:10:00+00,13:10:00+00,13:41:00+00,13:38:00+00,-3
308342238,YV,2819,PHX,LGB,49,14:46:00+00,14:58:00+00,15:35:00+00,15:51:00+00,28
308299267,YV,2821,CMH,CLT,59,22:02:00+00,22:05:00+00,23:01:00+00,23:00:00+00,2
308298785,YV,2821,CLT,GSO,18,00:31:00+00,00:38:00+00,00:49:00+00,01:07:00+00,25
308326494,YV,2822,LGB,PHX,60,17:10:00+00,17:05:00+00,18:10:00+00,18:01:00+00,-14
308338189,YV,2825,ONT,PHX,55,17:10:00+00,17:06:00+00,18:05:00+00,17:58:00+00,-11
308347098,YV,2826,SBA,PHX,72,19:43:00+00,19:35:00+00,20:55:00+00,20:41:00+00,-22
308342438,YV,2829,PHX,TUS,24,01:59:00+00,02:01:00+00,02:23:00+00,02:25:00+00,4
308346839,YV,2830,SAT,PHX,112,22:45:00+00,22:28:00+00,00:37:00+00,00:24:00+00,-30
308346838,YV,2831,SAT,PHX,111,20:40:00+00,20:36:00+00,22:31:00+00,22:32:00+00,-3
308342439,YV,2831,PHX,TUS,24,00:12:00+00,00:11:00+00,00:36:00+00,00:35:00+00,-2
308298589,YV,2832,CLT,AVP,81,00:21:00+00,00:31:00+00,01:42:00+00,01:50:00+00,18
308342285,YV,2833,PHX,ONT,45,14:58:00+00,15:07:00+00,15:43:00+00,15:56:00+00,22
308346841,YV,2833,SAT,PHX,112,11:25:00+00,11:22:00+00,13:17:00+00,13:13:00+00,-7
308326491,YV,2835,LGB,PHX,60,23:43:00+00,23:33:00+00,00:43:00+00,00:30:00+00,-23
308347097,YV,2836,SBA,PHX,72,17:05:00+00,17:01:00+00,18:17:00+00,18:09:00+00,-12
308342076,YV,2836,PHX,AUS,115,19:14:00+00,19:29:00+00,21:09:00+00,21:21:00+00,27
308288243,YV,2840,AUS,CLT,139,12:06:00+00,12:06:00+00,14:25:00+00,14:32:00+00,7
308318120,YV,2841,ILM,CLT,39,09:40:00+00,09:31:00+00,10:19:00+00,10:10:00+00,-18
308342437,YV,2844,PHX,TUS,24,16:05:00+00,16:29:00+00,16:29:00+00,16:55:00+00,50
308293832,YV,2844,BUR,PHX,70,13:55:00+00,14:19:00+00,15:05:00+00,15:27:00+00,46
308356558,YV,2846,TUS,PHX,31,22:20:00+00,22:22:00+00,22:51:00+00,22:50:00+00,1
308342094,YV,2846,PHX,BUR,61,00:15:00+00,00:15:00+00,01:16:00+00,01:20:00+00,4
308337530,YV,2847,OAK,PHX,97,23:15:00+00,23:03:00+00,00:52:00+00,00:35:00+00,-29
308356551,YV,2848,TUS,PHX,31,19:15:00+00,19:10:00+00,19:46:00+00,19:37:00+00,-14
308342095,YV,2848,PHX,BUR,61,21:10:00+00,21:31:00+00,22:11:00+00,22:29:00+00,39
308342433,YV,2853,PHX,TUS,24,21:05:00+00,21:22:00+00,21:29:00+00,21:48:00+00,36
308298917,YV,2854,CLT,MDT,68,15:54:00+00,15:53:00+00,17:02:00+00,17:04:00+00,1
308338062,YV,2854,OMA,CLT,122,12:20:00+00,12:17:00+00,14:22:00+00,14:21:00+00,-4
308342434,YV,2856,PHX,TUS,24,23:51:00+00,23:52:00+00,00:15:00+00,00:18:00+00,4
308299082,YV,2859,CLT,SAT,144,16:59:00+00,16:59:00+00,19:23:00+00,19:22:00+00,-1
308298661,YV,2860,CLT,CHS,33,15:29:00+00,15:21:00+00,16:02:00+00,15:48:00+00,-22
308343393,YV,2860,PNS,CLT,75,12:45:00+00,12:40:00+00,14:00:00+00,13:59:00+00,-6
308289242,YV,2861,BDL,CLT,89,14:30:00+00,14:30:00+00,15:59:00+00,15:58:00+00,-1
308298925,YV,2861,CLT,MEM,79,17:28:00+00,17:32:00+00,18:47:00+00,18:47:00+00,4
308342353,YV,2862,PHX,SBA,63,00:05:00+00,00:28:00+00,01:08:00+00,01:29:00+00,44
308331570,YV,2867,MEM,CLT,76,19:34:00+00,19:34:00+00,20:50:00+00,20:49:00+00,-1
308299095,YV,2867,CLT,SDF,61,22:15:00+00,22:24:00+00,23:16:00+00,23:20:00+00,13
308298978,YV,2869,CLT,OMA,123,15:43:00+00,15:45:00+00,17:46:00+00,17:47:00+00,3
308283583,YV,2869,ABE,CLT,91,12:45:00+00,12:44:00+00,14:16:00+00,14:09:00+00,-8
308298663,YV,2873,CLT,CLE,65,12:06:00+00,12:10:00+00,13:11:00+00,13:15:00+00,8
308318260,YV,2874,IND,CLT,72,19:48:00+00,19:58:00+00,21:00:00+00,21:06:00+00,16
308298965,YV,2874,CLT,MYR,39,22:29:00+00,22:31:00+00,23:08:00+00,22:58:00+00,-8
308347164,YV,2875,SBP,PHX,76,13:30:00+00,13:29:00+00,14:46:00+00,14:43:00+00,-4
308299083,YV,2882,CLT,SAV,35,15:32:00+00,15:27:00+00,16:07:00+00,15:59:00+00,-13
308298669,YV,2883,CLT,CMH,57,20:16:00+00,20:09:00+00,21:13:00+00,21:00:00+00,-20
308298781,YV,2884,CLT,GSO,18,18:41:00+00,18:51:00+00,18:59:00+00,19:20:00+00,31
308335323,YV,2884,MYR,CLT,34,16:48:00+00,16:46:00+00,17:22:00+00,17:18:00+00,-6
308318264,YV,2885,IND,CLT,71,16:15:00+00,16:08:00+00,17:26:00+00,17:16:00+00,-17
308298964,YV,2885,CLT,MYR,39,18:43:00+00,18:47:00+00,19:22:00+00,19:17:00+00,-1
308328269,YV,2886,LIT,CLT,88,12:45:00+00,12:51:00+00,14:13:00+00,14:27:00+00,20
308287146,YV,2887,ATL,CLT,42,21:26:00+00,21:16:00+00,22:08:00+00,21:57:00+00,-21
308343955,YV,2888,PSP,PHX,47,19:00:00+00,18:51:00+00,19:47:00+00,19:35:00+00,-21
308342292,YV,2888,PHX,ONT,45,21:05:00+00,21:24:00+00,21:50:00+00,22:14:00+00,43
308343392,YV,2890,PNS,CLT,75,16:01:00+00,16:04:00+00,17:16:00+00,17:27:00+00,14
308298812,YV,2890,CLT,IAD,61,18:28:00+00,18:43:00+00,19:29:00+00,19:42:00+00,28
308353385,YV,2891,SYR,CLT,87,17:40:00+00,17:32:00+00,19:07:00+00,19:03:00+00,-12
308338188,YV,2892,ONT,PHX,55,23:45:00+00,23:35:00+00,00:40:00+00,00:24:00+00,-26
308342351,YV,2892,PHX,SAT,106,02:00:00+00,02:07:00+00,03:46:00+00,03:54:00+00,15
308312455,YV,2893,GSO,CLT,18,20:10:00+00,20:29:00+00,20:28:00+00,20:53:00+00,44
308298923,YV,2893,CLT,MEM,79,21:55:00+00,22:02:00+00,23:14:00+00,23:16:00+00,9
308298994,YV,2894,CLT,ORF,46,15:30:00+00,15:26:00+00,16:16:00+00,16:11:00+00,-9
308289993,YV,2894,BHM,CLT,59,12:50:00+00,12:45:00+00,13:49:00+00,13:44:00+00,-10
308298585,YV,2895,CLT,AVL,19,22:40:00+00,22:52:00+00,22:59:00+00,23:17:00+00,30
308346768,YV,2895,SAT,CLT,146,18:38:00+00,18:36:00+00,21:04:00+00,21:14:00+00,8
308298591,YV,2896,CLT,BDL,90,11:56:00+00,11:44:00+00,13:26:00+00,13:17:00+00,-21
308297665,YV,2896,CHS,CLT,39,09:50:00+00,09:44:00+00,10:29:00+00,10:17:00+00,-18
308298580,YV,2897,CLT,AUS,134,13:34:00+00,13:47:00+00,15:48:00+00,15:57:00+00,22
308335318,YV,2897,MYR,CLT,34,11:15:00+00,11:06:00+00,11:49:00+00,11:38:00+00,-20
308298996,YV,2898,CLT,ORF,46,13:32:00+00,13:32:00+00,14:18:00+00,14:23:00+00,5
308301398,YV,2898,CVG,CLT,60,11:09:00+00,11:01:00+00,12:09:00+00,11:58:00+00,-19
308338389,YV,3725,ORD,AUS,121,23:39:00+00,01:33:00+00,01:40:00+00,03:26:00+00,-1220
308316697,YV,3726,IAD,IND,69,16:28:00+00,16:24:00+00,17:37:00+00,17:37:00+00,-4
308318293,YV,3726,IND,IAD,72,18:45:00+00,18:51:00+00,19:57:00+00,20:03:00+00,12
308338593,YV,3727,ORD,DFW,102,23:40:00+00,23:47:00+00,01:22:00+00,01:29:00+00,14
308303629,YV,3729,DFW,IAD,151,15:50:00+00,16:10:00+00,18:21:00+00,18:44:00+00,43
308306103,YV,3731,DTW,ORD,35,12:27:00+00,12:22:00+00,13:02:00+00,13:04:00+00,-3
308338625,YV,3732,ORD,DTW,47,23:39:00+00,23:47:00+00,00:26:00+00,00:32:00+00,14
308292635,YV,3732,BOS,ORD,118,18:39:00+00,18:53:00+00,20:37:00+00,21:03:00+00,40
308289262,YV,3733,BDL,IAD,56,14:14:00+00,14:00:00+00,15:10:00+00,14:51:00+00,-33
308316650,YV,3734,IAD,DTW,56,12:25:00+00,12:24:00+00,13:21:00+00,13:23:00+00,1
308339070,YV,3735,ORD,PIT,59,22:06:00+00,22:04:00+00,23:05:00+00,23:02:00+00,-5
308298816,YV,3736,CLT,IAD,61,00:10:00+00,00:10:00+00,01:11:00+00,01:13:00+00,2
308316821,YV,3737,IAD,SAT,169,23:45:00+00,01:22:00+00,02:34:00+00,04:03:00+00,-1254
308316569,YV,3738,IAD,AUS,160,12:21:00+00,12:15:00+00,15:01:00+00,14:49:00+00,-18
308338776,YV,3740,ORD,JAX,112,15:36:00+00,15:32:00+00,17:28:00+00,17:20:00+00,-12
308319639,YV,3740,JAX,ORD,120,19:26:00+00,19:17:00+00,21:26:00+00,21:22:00+00,-13
308318291,YV,3741,IND,IAD,71,13:58:00+00,13:59:00+00,15:09:00+00,15:09:00+00,1
308289263,YV,3745,BDL,IAD,55,23:44:00+00,23:39:00+00,00:39:00+00,00:34:00+00,-10
308316572,YV,3745,IAD,BDL,49,21:45:00+00,21:55:00+00,22:34:00+00,22:47:00+00,23
308344401,YV,3746,PVD,IAD,65,18:30:00+00,19:30:00+00,19:35:00+00,20:28:00+00,113
308316794,YV,3746,IAD,PVD,52,16:40:00+00,17:53:00+00,17:32:00+00,18:50:00+00,151
308338592,YV,3749,ORD,DFW,102,15:43:00+00,15:31:00+00,17:25:00+00,17:15:00+00,-22
308303858,YV,3749,DFW,ORD,108,18:35:00+00,18:32:00+00,20:23:00+00,20:24:00+00,-2
308338476,YV,3750,ORD,CHS,100,15:54:00+00,15:55:00+00,17:34:00+00,17:25:00+00,-8
308297693,YV,3750,CHS,ORD,103,19:00:00+00,19:05:00+00,20:43:00+00,20:47:00+00,9
308316756,YV,3752,IAD,MIA,132,00:32:00+00,00:33:00+00,02:44:00+00,02:40:00+00,-3
308293760,YV,3753,BUF,IAD,49,00:11:00+00,23:54:00+00,01:00:00+00,00:38:00+00,1401
308316595,YV,3753,IAD,BUF,47,21:50:00+00,21:58:00+00,22:37:00+00,22:43:00+00,14
308293786,YV,3754,BUF,ORD,68,14:06:00+00,14:05:00+00,15:14:00+00,15:17:00+00,2
308316594,YV,3754,IAD,BUF,46,12:22:00+00,12:27:00+00,13:08:00+00,13:14:00+00,11
308318292,YV,3755,IND,IAD,72,23:44:00+00,23:38:00+00,00:56:00+00,00:48:00+00,-14
308316695,YV,3755,IAD,IND,69,21:34:00+00,21:36:00+00,22:43:00+00,22:47:00+00,6
308338921,YV,3756,ORD,MHT,107,23:40:00+00,23:43:00+00,01:27:00+00,01:32:00+00,8
308316570,YV,3757,IAD,AUS,161,16:41:00+00,16:39:00+00,19:22:00+00,19:14:00+00,-10
308288276,YV,3757,AUS,IAD,169,20:29:00+00,20:32:00+00,23:18:00+00,23:25:00+00,10
308337951,YV,3758,OKC,ORD,93,10:47:00+00,10:52:00+00,12:20:00+00,12:31:00+00,16
308285205,YV,3759,ALB,ORD,98,11:10:00+00,11:06:00+00,12:48:00+00,12:50:00+00,-2
308316584,YV,3760,IAD,BOS,62,16:29:00+00,16:36:00+00,17:31:00+00,17:44:00+00,20
308316617,YV,3761,IAD,CLT,48,02:03:00+00,01:59:00+00,02:51:00+00,02:45:00+00,-10
308316726,YV,3762,IAD,LGA,43,16:44:00+00,17:17:00+00,17:27:00+00,18:00:00+00,66
308326312,YV,3762,LGA,IAD,45,18:44:00+00,18:43:00+00,19:29:00+00,19:27:00+00,-3
308339350,YV,3763,ORF,IAD,38,21:19:00+00,21:20:00+00,21:57:00+00,21:55:00+00,-1
308316776,YV,3763,IAD,ORF,29,19:45:00+00,19:48:00+00,20:14:00+00,20:22:00+00,11
308344402,YV,3764,PVD,IAD,65,14:12:00+00,14:12:00+00,15:17:00+00,15:14:00+00,-3
308316795,YV,3764,IAD,PVD,52,12:23:00+00,12:20:00+00,13:15:00+00,13:19:00+00,1
308338445,YV,3765,ORD,BUF,67,22:00:00+00,22:21:00+00,23:07:00+00,23:21:00+00,35
308316741,YV,3765,IAD,MCI,121,12:40:00+00,12:52:00+00,14:41:00+00,14:45:00+00,16
308330353,YV,3765,MCI,ORD,58,18:27:00+00,18:26:00+00,19:25:00+00,19:29:00+00,3
308316561,YV,3769,IAD,ATL,77,21:12:00+00,21:16:00+00,22:29:00+00,22:29:00+00,4
308287387,YV,3769,ATL,IAD,80,23:35:00+00,23:46:00+00,00:55:00+00,01:15:00+00,31
308332417,YV,3770,MIA,IAD,127,13:01:00+00,13:06:00+00,15:08:00+00,15:15:00+00,12
308338351,YV,3771,ORD,ALB,93,21:18:00+00,21:16:00+00,22:51:00+00,23:05:00+00,12
308339020,YV,3773,ORD,ORF,103,01:10:00+00,01:21:00+00,02:53:00+00,02:57:00+00,15
308338421,YV,3774,ORD,BOS,113,16:59:00+00,17:12:00+00,18:52:00+00,19:00:00+00,21
308292634,YV,3774,BOS,ORD,118,19:47:00+00,19:59:00+00,21:45:00+00,22:11:00+00,38
308338446,YV,3777,ORD,BUF,67,13:58:00+00,13:55:00+00,15:05:00+00,14:59:00+00,-9
308293787,YV,3777,BUF,ORD,68,17:12:00+00,17:09:00+00,18:20:00+00,18:19:00+00,-4
308339082,YV,3781,ORD,PVD,111,01:07:00+00,01:20:00+00,02:58:00+00,03:04:00+00,19
308338498,YV,3783,ORD,CLT,88,16:10:00+00,16:16:00+00,17:38:00+00,17:39:00+00,7
308306101,YV,3784,DTW,ORD,35,21:21:00+00,21:11:00+00,21:56:00+00,22:00:00+00,-6
308338624,YV,3784,ORD,DTW,47,19:23:00+00,19:38:00+00,20:10:00+00,20:27:00+00,32
308318321,YV,3785,IND,ORD,38,21:26:00+00,21:24:00+00,22:04:00+00,22:10:00+00,4
308338761,YV,3785,ORD,IND,32,19:54:00+00,19:56:00+00,20:26:00+00,20:38:00+00,14
308339368,YV,3787,ORF,ORD,99,10:05:00+00,10:06:00+00,11:44:00+00,11:43:00+00,0
308339040,YV,3788,ORD,PHL,95,16:31:00+00,16:27:00+00,18:06:00+00,18:03:00+00,-7
308341910,YV,3788,PHL,ORD,93,19:08:00+00,19:04:00+00,20:41:00+00,20:39:00+00,-6
308342529,YV,3790,PIT,IAD,38,23:59:00+00,23:57:00+00,00:37:00+00,00:30:00+00,-9
308338499,YV,3792,ORD,CLT,89,21:43:00+00,21:41:00+00,23:12:00+00,23:01:00+00,-13
308298986,YV,3793,CLT,ORD,91,13:18:00+00,13:13:00+00,14:49:00+00,14:44:00+00,-10
308339087,YV,3794,ORD,PWM,115,16:01:00+00,15:54:00+00,17:56:00+00,17:49:00+00,-14
308345036,YV,3794,PWM,ORD,121,18:47:00+00,18:48:00+00,20:48:00+00,20:52:00+00,5
308345037,YV,3795,PWM,ORD,121,16:02:00+00,15:58:00+00,18:03:00+00,18:02:00+00,-5
308316767,YV,3800,IAD,OKC,138,23:18:00+00,23:13:00+00,01:36:00+00,01:35:00+00,-6
308298817,YV,3800,CLT,IAD,61,18:47:00+00,19:02:00+00,19:48:00+00,19:58:00+00,25
308305983,YV,3801,DTW,IAD,63,13:59:00+00,13:50:00+00,15:02:00+00,14:49:00+00,-22
308344418,YV,3803,PVD,ORD,116,09:49:00+00,09:52:00+00,11:45:00+00,11:47:00+00,5
308306102,YV,3804,DTW,ORD,35,14:26:00+00,14:24:00+00,15:01:00+00,15:10:00+00,7
308302827,YX,1124,DEN,DFW,86,14:42:00+00,14:55:00+00,16:08:00+00,16:25:00+00,30
308303525,YX,1129,DFW,DEN,92,17:07:00+00,17:38:00+00,18:39:00+00,19:06:00+00,58
308303114,YX,1184,DEN,OKC,72,16:35:00+00,16:45:00+00,17:47:00+00,17:59:00+00,22
308337924,YX,1185,OKC,DEN,70,18:36:00+00,18:42:00+00,19:46:00+00,19:56:00+00,16
308302719,YX,1218,DEN,AUS,105,01:08:00+00,01:17:00+00,02:53:00+00,02:57:00+00,13
308288254,YX,1219,AUS,DEN,103,13:40:00+00,13:40:00+00,15:23:00+00,15:24:00+00,1
308302959,YX,1608,DEN,IND,123,21:03:00+00,21:02:00+00,23:06:00+00,23:11:00+00,4
308318272,YX,1609,IND,DEN,129,23:58:00+00,23:58:00+00,02:07:00+00,02:06:00+00,-1
308333754,YX,1620,MSN,DCA,102,20:31:00+00,20:28:00+00,22:13:00+00,22:02:00+00,-14
308302181,YX,1633,DCA,MSN,101,00:14:00+00,23:57:00+00,01:55:00+00,01:44:00+00,1412
308302159,YX,1735,DCA,MCI,126,23:13:00+00,23:06:00+00,01:19:00+00,01:16:00+00,-10
308330290,YX,1744,MCI,DCA,130,12:45:00+00,12:42:00+00,14:55:00+00,14:53:00+00,-5
308302191,YX,1751,DCA,OMA,134,16:10:00+00,18:15:00+00,18:24:00+00,20:28:00+00,249
308338064,YX,1752,OMA,DCA,138,21:02:00+00,20:59:00+00,23:20:00+00,23:03:00+00,-20
308303171,YX,1857,DEN,PHX,89,19:58:00+00,20:11:00+00,21:27:00+00,21:37:00+00,23
308342126,YX,1858,PHX,DEN,85,22:30:00+00,22:37:00+00,23:55:00+00,00:00:00+00,-1428
308344383,YX,3201,PVD,CLT,97,17:05:00+00,17:05:00+00,18:42:00+00,18:36:00+00,-6
308341942,YX,3203,PHL,PIT,45,15:50:00+00,15:51:00+00,16:35:00+00,16:36:00+00,2
308353383,YX,3204,SYR,CLT,100,21:05:00+00,21:03:00+00,22:45:00+00,22:39:00+00,-8
308298841,YX,3204,CLT,IND,82,23:58:00+00,00:03:00+00,01:20:00+00,01:08:00+00,-1447
308345042,YX,3207,PWM,PHL,70,15:45:00+00,15:35:00+00,16:55:00+00,16:36:00+00,-29
308342012,YX,3207,PHL,STL,110,18:21:00+00,18:10:00+00,20:11:00+00,20:03:00+00,-19
308294072,YX,3208,BWI,PHL,18,22:50:00+00,22:44:00+00,23:08:00+00,23:28:00+00,14
308342020,YX,3208,PHL,SYR,44,01:08:00+00,01:01:00+00,01:52:00+00,01:46:00+00,-13
308297697,YX,3209,CHS,PHL,83,16:45:00+00,16:38:00+00,18:08:00+00,17:56:00+00,-19
308341943,YX,3209,PHL,PIT,45,19:45:00+00,19:42:00+00,20:30:00+00,20:24:00+00,-9
308319643,YX,3211,JAX,PHL,106,21:09:00+00,21:19:00+00,22:55:00+00,23:15:00+00,30
308341808,YX,3211,PHL,IND,88,00:56:00+00,01:05:00+00,02:24:00+00,02:27:00+00,12
308302228,YX,3212,DCA,PVD,57,19:29:00+00,19:25:00+00,20:26:00+00,20:20:00+00,-10
308319641,YX,3214,JAX,PHL,107,10:39:00+00,10:44:00+00,12:26:00+00,12:36:00+00,15
308299046,YX,3215,CLT,PVD,93,14:00:00+00,14:03:00+00,15:33:00+00,15:47:00+00,17
308345364,YX,3216,RDU,PHL,54,15:55:00+00,15:53:00+00,16:49:00+00,16:54:00+00,3
308341654,YX,3216,PHL,BOS,47,18:22:00+00,18:25:00+00,19:09:00+00,19:21:00+00,15
308289875,YX,3217,BGR,PHL,80,17:35:00+00,17:40:00+00,18:55:00+00,18:57:00+00,7
308341856,YX,3217,PHL,MCI,137,20:40:00+00,20:31:00+00,22:57:00+00,22:45:00+00,-21
308299014,YX,3218,CLT,PHL,72,15:31:00+00,15:44:00+00,16:43:00+00,17:00:00+00,30
308341843,YX,3218,PHL,LGA,21,18:04:00+00,18:03:00+00,18:25:00+00,18:32:00+00,6
308345292,YX,3218,RDU,CLT,28,13:30:00+00,14:00:00+00,13:58:00+00,14:36:00+00,68
308302163,YX,3219,DCA,MCO,108,22:05:00+00,21:59:00+00,23:53:00+00,23:39:00+00,-20
308319610,YX,3221,JAX,CLT,63,22:05:00+00,22:01:00+00,23:08:00+00,22:59:00+00,-13
308318333,YX,3222,IND,PHL,90,20:56:00+00,20:52:00+00,22:26:00+00,22:27:00+00,-3
308298672,YX,3223,CLT,CMH,61,18:46:00+00,18:51:00+00,19:47:00+00,19:41:00+00,-1
308302048,YX,3224,DCA,BDL,54,15:55:00+00,15:56:00+00,16:49:00+00,16:49:00+00,1
308340203,YX,3224,PBI,DCA,126,12:06:00+00,12:05:00+00,14:12:00+00,14:14:00+00,1
308302186,YX,3225,DCA,MSY,132,12:45:00+00,12:46:00+00,14:57:00+00,14:54:00+00,-2
308341950,YX,3226,PHL,PVD,44,01:00:00+00,00:59:00+00,01:44:00+00,01:44:00+00,-1
308351806,YX,3226,STL,PHL,120,21:30:00+00,21:29:00+00,23:30:00+00,23:31:00+00,0
308292666,YX,3227,BOS,PHL,60,20:45:00+00,20:43:00+00,21:45:00+00,21:40:00+00,-7
308341695,YX,3227,PHL,CLE,58,22:55:00+00,23:06:00+00,23:53:00+00,00:04:00+00,-1418
308302076,YX,3228,DCA,BUF,50,14:26:00+00,14:28:00+00,15:16:00+00,15:23:00+00,9
308291218,YX,3228,BNA,DCA,85,11:45:00+00,11:42:00+00,13:10:00+00,13:16:00+00,3
308318334,YX,3229,IND,PHL,90,17:00:00+00,16:55:00+00,18:30:00+00,18:26:00+00,-9
308302052,YX,3234,DCA,BGR,85,14:31:00+00,14:31:00+00,15:56:00+00,16:04:00+00,8
308316305,YX,3234,HSV,DCA,91,11:15:00+00,11:16:00+00,12:46:00+00,12:43:00+00,-2
308289241,YX,3236,BDL,CLT,97,17:15:00+00,17:19:00+00,18:52:00+00,18:49:00+00,1
308302188,YX,3237,DCA,MSY,133,18:02:00+00,17:53:00+00,20:15:00+00,20:06:00+00,-18
308298851,YX,3238,CLT,JAX,54,00:19:00+00,00:29:00+00,01:13:00+00,01:22:00+00,19
308302164,YX,3239,DCA,MCO,108,12:55:00+00,13:02:00+00,14:43:00+00,14:49:00+00,13
308332222,YX,3239,MHT,DCA,80,10:11:00+00,10:08:00+00,11:31:00+00,11:23:00+00,-11
308319612,YX,3240,JAX,DCA,92,16:25:00+00,16:26:00+00,17:57:00+00,18:03:00+00,7
308298702,YX,3241,CLT,DCA,59,15:45:00+00,15:50:00+00,16:44:00+00,16:46:00+00,7
308335320,YX,3241,MYR,CLT,34,13:39:00+00,13:37:00+00,14:13:00+00,14:14:00+00,-1
308342571,YX,3242,PIT,PHL,49,21:55:00+00,21:50:00+00,22:44:00+00,22:38:00+00,-11
308341603,YX,3242,PHL,ALB,46,01:20:00+00,01:12:00+00,02:06:00+00,01:54:00+00,-20
308306125,YX,3246,DTW,PHL,75,15:43:00+00,15:48:00+00,16:58:00+00,16:58:00+00,5
308341822,YX,3246,PHL,JAX,108,18:09:00+00,18:24:00+00,19:57:00+00,20:03:00+00,21
308326401,YX,3247,LGA,PHL,29,22:09:00+00,22:05:00+00,22:38:00+00,22:35:00+00,-7
308341962,YX,3247,PHL,RDU,57,00:40:00+00,00:33:00+00,01:37:00+00,01:31:00+00,-13
308345365,YX,3248,RDU,PHL,54,19:45:00+00,19:53:00+00,20:39:00+00,20:55:00+00,24
308298968,YX,3250,CLT,MYR,40,11:59:00+00,11:52:00+00,12:39:00+00,12:27:00+00,-19
308299264,YX,3250,CMH,CLT,63,09:35:00+00,09:34:00+00,10:38:00+00,10:41:00+00,2
308289870,YX,3251,BGR,PHL,79,10:46:00+00,10:46:00+00,12:05:00+00,11:57:00+00,-8
308341655,YX,3252,PHL,BOS,47,16:25:00+00,16:15:00+00,17:12:00+00,17:07:00+00,-15
308342570,YX,3252,PIT,PHL,49,14:28:00+00,14:20:00+00,15:17:00+00,15:05:00+00,-20
308298673,YX,3255,CLT,CMH,61,21:58:00+00,22:05:00+00,22:59:00+00,22:56:00+00,4
308341637,YX,3256,PHL,BDL,40,20:12:00+00,20:07:00+00,20:52:00+00,20:45:00+00,-12
308345038,YX,3257,PWM,PHL,70,17:25:00+00,17:42:00+00,18:35:00+00,18:49:00+00,31
308341821,YX,3257,PHL,JAX,108,19:54:00+00,20:13:00+00,21:42:00+00,21:46:00+00,23
308299119,YX,3258,CLT,SYR,95,00:31:00+00,00:44:00+00,02:06:00+00,02:18:00+00,25
308318122,YX,3258,ILM,CLT,40,22:00:00+00,22:21:00+00,22:40:00+00,23:01:00+00,42
308302165,YX,3260,DCA,MCO,108,15:51:00+00,15:52:00+00,17:39:00+00,17:46:00+00,8
308334282,YX,3260,MSY,DCA,134,12:37:00+00,12:34:00+00,14:51:00+00,14:48:00+00,-6
308302138,YX,3261,DCA,JAX,102,13:27:00+00,13:30:00+00,15:09:00+00,15:04:00+00,-2
308285179,YX,3261,ALB,DCA,61,10:40:00+00,10:42:00+00,11:41:00+00,11:42:00+00,3
308302089,YX,3262,DCA,CLT,53,15:15:00+00,15:08:00+00,16:08:00+00,16:01:00+00,-14
308298953,YX,3262,CLT,MSP,127,17:20:00+00,17:38:00+00,19:27:00+00,19:54:00+00,45
308335335,YX,3263,MYR,PHL,74,15:50:00+00,15:56:00+00,17:04:00+00,17:16:00+00,18
308341809,YX,3263,PHL,IND,87,18:20:00+00,18:36:00+00,19:47:00+00,19:54:00+00,23
308285180,YX,3265,ALB,DCA,61,16:02:00+00,16:02:00+00,17:03:00+00,17:03:00+00,0
308302139,YX,3265,DCA,JAX,101,18:14:00+00,19:10:00+00,19:55:00+00,20:38:00+00,99
308341675,YX,3266,PHL,BUF,48,23:01:00+00,23:01:00+00,23:49:00+00,23:51:00+00,2
308341878,YX,3268,PHL,MHT,59,20:25:00+00,20:17:00+00,21:24:00+00,21:10:00+00,-22
308341810,YX,3270,PHL,IND,88,14:13:00+00,14:35:00+00,15:41:00+00,16:00:00+00,41
308301452,YX,3270,CVG,PHL,82,11:05:00+00,11:07:00+00,12:27:00+00,12:32:00+00,7
308341952,YX,3272,PHL,PVD,43,13:44:00+00,13:41:00+00,14:27:00+00,14:28:00+00,-2
308312475,YX,3272,GSO,PHL,59,11:08:00+00,11:06:00+00,12:07:00+00,12:13:00+00,4
308299032,YX,3273,CLT,PIT,76,17:10:00+00,17:12:00+00,18:26:00+00,18:19:00+00,-5
308335321,YX,3273,MYR,CLT,34,15:30:00+00,15:31:00+00,16:04:00+00,16:12:00+00,9
308341951,YX,3274,PHL,PVD,43,17:59:00+00,18:05:00+00,18:42:00+00,18:53:00+00,17
308334275,YX,3276,MSY,CLT,97,19:16:00+00,19:06:00+00,20:53:00+00,20:45:00+00,-18
